"B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M","GEO_ID","NAME"
"1479","850","974","546","203","204","86","102","151","162","12","20","0","12","0","12","0","12","74","62","52","79","143","177","19","45","83","89","65","60","35","51","7","15","0","12","38","62","0","12","0","12","6","15","0","12","0","12","0","12","505","346","37","62","78","97","0","12","103","141","0","12","0","12","0","12","31","50","0","12","60","58","54","88","0","12","16","25","20","34","38","62","41","63","16","27","0","12","0","12","0","12","11","18","0","12","0","12","1500000US150030096101","Block Group 1, Census Tract 96.10, Honolulu County, Hawaii"
"1747","816","765","442","0","12","158","125","91","89","0","12","0","12","0","12","0","12","0","12","73","68","122","101","48","74","0","12","89","95","29","32","0","12","12","21","37","58","14","24","0","12","39","62","38","55","15","24","0","12","982","478","184","197","58","72","93","104","16","25","0","12","0","12","47","76","27","42","123","106","108","100","47","76","0","12","70","66","66","70","52","62","26","41","13","22","0","12","0","12","32","45","7","12","13","22","0","12","1500000US150030096102","Block Group 2, Census Tract 96.10, Honolulu County, Hawaii"
"500","190","328","115","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","56","12","21","0","12","61","94","109","15","79","3","0","12","0","12","0","12","0","12","16","27","0","12","15","26","0","12","172","78","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","130","70","16","27","0","12","15","26","0","12","0","12","0","12","0","12","11","18","0","12","1500000US150030096103","Block Group 3, Census Tract 96.10, Honolulu County, Hawaii"
"1879","571","828","260","34","54","92","87","93","106","84","107","83","124","0","12","0","12","0","12","58","69","0","12","21","35","0","12","158","105","14","23","34","40","0","12","0","12","0","12","0","12","62","102","95","98","0","12","0","12","1051","329","55","69","43","74","144","176","98","105","79","103","69","92","0","12","45","57","58","82","47","59","78","89","64","78","127","115","0","12","50","51","0","12","30","35","64","85","0","12","0","12","0","12","0","12","0","12","1500000US150030096104","Block Group 4, Census Tract 96.10, Honolulu County, Hawaii"
"1712","884","847","433","141","165","16","26","123","135","0","12","23","36","0","12","0","12","0","12","0","12","32","35","0","12","222","194","79","88","0","12","39","91","15","25","0","12","41","64","20","46","48","75","48","76","0","12","0","12","865","532","17","28","92","144","0","12","15","24","0","12","0","12","0","12","16","37","92","121","33","74","56","72","210","154","47","64","0","12","11","26","0","12","65","91","122","157","23","30","38","60","0","12","0","12","28","47","1500000US150030096105","Block Group 5, Census Tract 96.10, Honolulu County, Hawaii"
"1977","544","980","302","135","124","48","32","66","56","18","22","14","20","0","12","0","12","93","112","24","30","56","46","67","46","140","131","29","22","15","17","54","34","55","69","30","32","14","21","14","12","44","31","31","36","28","22","5","7","997","271","78","53","33","43","61","51","102","102","5","7","0","12","12","12","40","42","67","44","39","49","92","66","49","60","90","85","34","31","75","33","20","24","28","19","9","8","39","28","47","29","48","34","9","11","20","21","1500000US150030097041","Block Group 1, Census Tract 97.04, Honolulu County, Hawaii"
"1414","291","755","180","37","19","106","59","53","28","62","40","22","10","8","11","2","4","44","19","60","28","44","16","24","15","30","25","64","39","50","25","52","23","23","11","10","11","13","12","4","4","24","13","4","5","19","13","0","12","659","124","32","14","42","19","78","31","35","19","50","42","19","24","7","7","20","10","44","16","54","32","9","9","21","13","65","33","39","18","37","12","7","8","22","13","14","10","7","7","25","14","21","14","0","12","11","9","1500000US150030097042","Block Group 2, Census Tract 97.04, Honolulu County, Hawaii"
"1386","427","631","210","0","12","0","12","23","37","40","51","12","20","0","12","35","40","34","56","143","100","21","24","8","13","74","75","49","43","64","48","52","54","0","12","0","12","0","12","0","12","47","48","22","25","7","13","0","12","755","277","35","55","129","91","48","62","67","75","11","18","30","34","0","12","15","24","24","37","32","40","36","41","61","42","14","25","92","67","54","55","0","12","21","21","78","120","0","12","0","12","8","12","0","12","0","12","1500000US150030097051","Block Group 1, Census Tract 97.05, Honolulu County, Hawaii"
"775","339","349","167","52","62","42","51","21","26","11","18","0","12","0","12","8","13","0","12","9","14","36","59","0","12","52","52","0","12","24","37","15","25","0","12","63","49","0","12","0","12","9","12","7","12","0","12","0","12","426","193","42","49","39","46","0","12","31","31","0","12","0","12","17","26","0","12","0","12","62","52","28","33","41","51","0","12","17","21","53","49","0","12","24","38","7","11","0","12","9","12","15","24","19","30","22","25","1500000US150030097052","Block Group 2, Census Tract 97.05, Honolulu County, Hawaii"
"1135","344","536","190","54","77","14","24","15","24","30","33","0","12","17","29","0","12","9","14","45","45","17","23","22","30","27","40","28","28","47","47","56","46","39","43","31","39","24","31","7","11","11","18","0","12","41","38","2","6","599","188","40","40","35","45","70","62","9","14","15","19","0","12","0","12","0","12","47","47","47","41","11","18","41","40","82","53","68","52","38","38","7","11","0","12","0","12","39","41","25","29","9","14","16","18","0","12","1500000US150030097053","Block Group 3, Census Tract 97.05, Honolulu County, Hawaii"
"960","177","525","103","25","15","55","36","54","32","30","15","13","16","11","9","9","8","11","8","23","12","33","16","23","14","73","41","17","10","43","21","11","7","4","4","14","16","11","8","28","31","14","11","23","20","0","12","0","12","435","92","40","27","31","17","29","13","9","7","9","7","0","12","0","12","6","9","22","12","37","25","24","14","59","47","22","11","33","18","18","12","9","11","10","8","7","7","22","13","23","14","4","7","9","12","12","11","1500000US150030097061","Block Group 1, Census Tract 97.06, Honolulu County, Hawaii"
"822","302","373","110","47","29","27","32","40","44","22","29","37","33","0","12","0","12","0","12","3","4","27","24","31","43","21","20","0","12","0","12","36","28","31","23","0","12","11","13","10","13","19","17","11","16","0","12","0","12","449","207","90","69","0","12","60","54","10","11","0","12","41","37","0","12","5","7","69","63","12","16","27","36","7","9","0","12","19","21","30","22","9","10","10","12","7","12","9","11","8","11","8","10","28","26","0","12","1500000US150030097062","Block Group 2, Census Tract 97.06, Honolulu County, Hawaii"
"1822","306","867","147","103","62","76","29","77","26","34","15","18","13","18","11","5","5","43","18","48","19","63","25","43","16","48","19","73","35","73","26","36","14","6","7","12","8","16","11","23","12","17","9","26","13","6","7","3","5","955","173","45","21","107","45","79","25","40","16","36","25","30","21","11","9","61","36","67","23","44","21","67","27","70","23","87","34","33","15","24","14","12","10","30","16","20","10","22","11","17","11","42","19","4","5","7","9","1500000US150030097063","Block Group 3, Census Tract 97.06, Honolulu County, Hawaii"
"2152","748","952","397","75","115","152","157","83","68","0","12","31","39","25","21","0","12","33","53","58","42","81","78","50","53","32","23","29","37","95","94","26","29","31","47","44","44","0","12","30","38","51","48","25","22","1","2","0","12","1200","398","112","71","132","126","77","97","67","49","39","34","0","12","11","17","78","65","60","54","200","166","40","28","63","58","27","32","36","50","64","52","32","34","39","44","0","12","75","67","9","12","39","60","0","12","0","12","1500000US150030097071","Block Group 1, Census Tract 97.07, Honolulu County, Hawaii"
"805","357","402","185","29","45","29","48","56","64","7","12","24","40","0","12","0","12","0","12","8","12","0","12","35","40","27","44","24","36","0","12","9","13","8","12","83","50","22","33","8","14","24","37","0","12","9","13","0","12","403","200","35","57","0","12","28","45","28","32","0","12","0","12","0","12","0","12","27","40","0","12","23","38","23","39","40","34","7","12","80","83","44","47","0","12","0","12","27","43","8","12","0","12","33","51","0","12","1500000US150030097072","Block Group 2, Census Tract 97.07, Honolulu County, Hawaii"
"1495","474","727","306","18","26","0","12","77","68","49","39","9","15","0","12","0","12","21","31","0","12","62","93","35","41","190","206","28","35","14","16","35","36","7","11","35","27","0","12","83","71","33","46","8","12","0","12","23","25","768","246","98","71","50","51","54","43","8","12","0","12","0","12","0","12","23","35","46","55","0","12","36","29","61","58","7","12","32","39","133","92","107","103","42","40","9","14","23","22","1","3","0","12","25","30","13","16","1500000US150030097073","Block Group 3, Census Tract 97.07, Honolulu County, Hawaii"
"1298","479","719","312","13","21","34","26","39","42","39","36","30","40","1","2","31","49","91","80","101","94","87","118","36","38","9","15","25","25","30","26","64","49","5","10","0","12","1","3","0","12","23","37","37","35","23","21","0","12","579","208","34","32","35","42","70","55","56","40","0","12","38","45","0","12","10","15","58","53","35","54","32","40","19","20","18","19","54","45","28","22","0","12","2","3","27","30","0","12","41","45","22","32","0","12","0","12","1500000US150030097074","Block Group 4, Census Tract 97.07, Honolulu County, Hawaii"
"400","108","216","66","18","17","13","19","20","19","6","9","0","12","0","12","0","12","0","12","4","6","0","12","38","28","29","32","3","4","3","6","0","12","1","3","8","13","7","11","19","18","22","15","6","9","19","28","0","12","184","53","0","12","0","12","4","6","8","11","0","12","0","12","4","6","0","12","3","5","3","5","22","25","12","14","2","4","21","29","33","23","0","12","3","5","18","16","8","12","16","16","27","32","0","12","0","12","1500000US150030098011","Block Group 1, Census Tract 98.01, Honolulu County, Hawaii"
"2306","329","1150","192","202","75","53","36","62","42","38","33","24","25","0","12","0","12","29","22","82","53","55","29","99","75","122","47","64","33","52","37","63","39","23","20","42","24","27","21","17","16","44","30","35","25","9","9","8","12","1156","182","91","61","71","38","101","33","34","27","0","12","19","21","3","6","46","40","101","45","104","54","118","77","70","29","99","47","33","25","36","21","14","12","67","41","14","13","15","13","42","26","40","37","21","18","17","17","1500000US150030098012","Block Group 2, Census Tract 98.01, Honolulu County, Hawaii"
"1837","950","924","564","178","182","8","13","41","42","55","52","15","25","0","12","0","12","52","82","98","108","29","53","47","44","18","20","72","91","108","51","40","64","0","12","0","12","74","83","26","31","37","37","7","11","19","31","0","12","913","421","91","94","46","65","7","12","56","43","0","12","22","36","8","12","32","29","201","174","29","53","15","17","20","31","48","40","138","69","23","22","22","35","31","30","50","79","32","31","23","36","0","12","19","29","0","12","1500000US150030098031","Block Group 1, Census Tract 98.03, Honolulu County, Hawaii"
"543","235","277","143","0","12","0","12","0","12","20","26","0","12","0","12","0","12","0","12","9","15","0","12","16","18","0","12","17","27","23","29","105","120","35","38","13","20","12","15","0","12","6","11","0","12","15","25","6","10","266","135","23","26","0","12","0","12","15","24","0","12","8","12","44","68","0","12","9","15","32","31","7","11","7","11","19","31","8","11","79","64","0","12","0","12","6","10","0","12","0","12","6","9","0","12","3","5","1500000US150030098032","Block Group 2, Census Tract 98.03, Honolulu County, Hawaii"
"611","314","310","167","56","87","19","28","60","47","10","16","0","12","0","12","0","12","85","94","13","17","4","12","22","32","3","6","6","10","9","15","0","12","6","11","0","12","7","10","9","15","0","12","0","12","1","3","0","12","301","182","28","44","21","32","49","47","0","12","0","12","0","12","0","12","0","12","9","14","23","36","41","40","12","15","6","9","8","12","39","56","40","56","16","26","7","10","2","5","0","12","0","12","0","12","0","12","1500000US150030098033","Block Group 3, Census Tract 98.03, Honolulu County, Hawaii"
"604","237","269","124","0","12","0","12","120","104","6","8","0","12","0","12","0","12","0","12","0","12","0","12","23","35","0","12","17","19","10","16","46","47","20","30","19","19","0","12","8","13","0","12","0","12","0","12","0","12","335","135","0","12","0","12","82","62","17","27","0","12","0","12","0","12","12","21","0","12","46","54","0","12","30","38","28","33","9","13","66","54","8","12","31","50","2","3","0","12","0","12","0","12","4","6","0","12","1500000US150030098041","Block Group 1, Census Tract 98.04, Honolulu County, Hawaii"
"2092","680","912","431","275","276","66","59","55","48","14","17","0","12","0","12","52","79","26","42","59","56","27","40","105","63","0","12","71","69","9","16","0","12","0","12","7","12","25","24","20","22","13","21","10","15","70","159","8","12","1180","393","60","58","107","88","249","130","192","130","35","38","23","36","0","12","20","31","22","37","35","41","87","55","68","70","38","39","40","44","0","12","0","12","17","26","137","218","11","17","0","12","31","35","0","12","8","14","1500000US150030098042","Block Group 2, Census Tract 98.04, Honolulu County, Hawaii"
"1013","369","401","132","39","34","14","15","58","51","8","10","0","12","0","12","0","12","20","33","34","33","23","27","61","52","35","31","29","32","0","12","17","16","16","24","0","12","8","12","5","10","11","15","8","12","9","15","6","7","612","264","58","47","72","59","53","41","69","61","0","12","0","12","10","16","32","39","34","34","16","18","58","56","28","31","9","15","0","12","28","37","7","12","8","12","22","36","58","40","9","13","15","22","9","16","17","17","1500000US150030098043","Block Group 3, Census Tract 98.04, Honolulu County, Hawaii"
"529","229","347","185","37","46","43","45","25","41","21","34","0","12","0","12","0","12","0","12","14","23","9","13","30","39","10","16","0","12","6","10","18","30","31","49","65","73","7","10","7","12","24","21","0","12","0","12","0","12","182","83","0","12","23","27","0","12","10","15","0","12","0","12","0","12","0","12","10","16","0","12","30","38","15","17","8","13","5","9","30","36","6","9","0","12","6","10","0","12","28","34","11","12","0","12","0","12","1500000US150030099021","Block Group 1, Census Tract 99.02, Honolulu County, Hawaii"
"1307","497","567","234","22","21","25","21","23","21","8","11","8","12","0","12","0","12","0","12","58","57","27","27","110","75","8","13","20","24","61","94","79","110","0","12","14","15","0","12","26","24","25","21","25","39","28","42","0","12","740","299","48","40","95","99","0","12","0","12","0","12","0","12","0","12","0","12","67","45","84","62","49","35","20","33","8","14","0","12","45","28","0","12","20","18","57","54","31","29","73","97","38","49","105","170","0","12","1500000US150030099022","Block Group 2, Census Tract 99.02, Honolulu County, Hawaii"
"1108","322","563","176","30","30","31","28","32","27","7","12","17","18","0","12","7","15","45","14","78","19","60","42","91","45","13","22","20","30","53","37","16","18","16","19","0","12","10","7","13","15","24","35","0","12","0","12","0","12","545","176","23","22","0","12","30","35","7","12","0","12","0","12","0","12","17","19","67","67","47","32","72","53","20","22","36","35","30","27","14","19","29","23","32","2","25","22","24","22","53","49","13","15","6","3","0","12","1500000US150030099023","Block Group 3, Census Tract 99.02, Honolulu County, Hawaii"
"612","243","263","119","9","14","34","42","22","34","0","12","0","12","0","12","0","12","0","12","30","48","36","34","34","4","0","12","11","18","0","12","7","11","21","34","6","10","15","16","8","11","15","17","0","12","0","12","15","16","349","132","28","25","25","41","30","4","37","8","0","12","0","12","0","12","0","12","24","38","24","22","27","2","19","23","8","13","0","12","36","40","30","25","0","12","6","10","27","43","20","19","0","12","0","12","8","12","1500000US150030099024","Block Group 4, Census Tract 99.02, Honolulu County, Hawaii"
"909","264","494","156","13","15","37","33","37","30","69","51","29","34","10","13","0","12","15","23","0","12","58","43","10","11","27","29","41","21","11","10","22","21","0","12","5","7","39","44","19","25","28","22","14","15","5","7","5","8","415","123","22","20","14","13","32","23","42","35","0","12","0","12","0","12","0","12","12","20","20","16","61","44","33","25","25","26","11","11","28","24","0","12","10","2","47","34","0","12","11","11","11","8","10","12","26","30","1500000US150030099051","Block Group 1, Census Tract 99.05, Honolulu County, Hawaii"
"791","221","377","103","25","26","32","25","11","11","24","26","0","12","0","12","0","12","0","12","28","34","15","15","5","9","17","28","35","32","5","7","79","43","0","12","19","23","4","6","26","28","0","12","19","22","0","12","33","31","414","137","42","36","5","7","0","12","0","12","19","19","0","12","0","12","0","12","46","36","62","43","36","37","0","12","35","30","29","25","24","29","0","12","14","20","4","7","21","22","5","8","18","22","20","26","34","31","1500000US150030099052","Block Group 2, Census Tract 99.05, Honolulu County, Hawaii"
"1323","326","573","122","22","23","47","32","34","23","4","7","4","6","0","12","5","9","0","12","64","59","54","32","58","31","55","40","60","51","16","15","14","12","6","8","28","26","26","23","10","14","38","32","20","16","0","12","8","12","750","239","11","8","38","56","46","33","51","71","8","9","0","12","0","12","22","27","53","37","98","48","78","59","20","25","33","33","55","58","9","9","0","12","36","24","19","22","97","68","37","18","18","27","5","7","16","14","1500000US150030099053","Block Group 3, Census Tract 99.05, Honolulu County, Hawaii"
"1412","211","721","142","46","25","17","16","28","25","18","13","16","19","0","12","11","17","67","52","52","27","101","75","78","38","42","34","46","20","42","26","61","29","5","5","11","15","21","12","28","20","16","10","12","9","3","4","0","12","691","125","33","30","83","53","59","37","13","11","3","4","4","5","3","4","30","33","22","18","69","36","65","41","19","14","77","36","39","24","36","18","3","4","27","14","34","22","54","25","15","9","0","12","3","4","0","12","1500000US150030099061","Block Group 1, Census Tract 99.06, Honolulu County, Hawaii"
"576","246","268","131","0","12","3","4","3","4","0","12","77","97","0","12","0","12","14","17","11","10","29","22","14","16","7","10","3","4","9","7","14","13","0","12","31","13","27","31","5","7","3","4","3","4","0","12","15","15","308","125","2","5","3","4","6","6","15","18","9","14","0","12","0","12","3","4","40","38","25","20","3","5","20","22","17","12","95","103","11","12","13","9","4","4","2","4","6","6","8","8","7","9","5","5","14","14","1500000US150030099062","Block Group 2, Census Tract 99.06, Honolulu County, Hawaii"
"188","257","112","153","0","12","0","12","0","12","0","12","0","12","11","15","10","13","44","60","21","30","0","12","0","12","11","15","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","76","104","0","12","0","12","0","12","0","12","8","11","11","14","0","12","20","27","11","15","9","13","0","12","9","13","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030099063","Block Group 3, Census Tract 99.06, Honolulu County, Hawaii"
"1119","232","568","198","0","12","9","15","16","18","8","12","0","12","0","12","0","12","0","12","47","49","85","66","66","63","25","40","107","147","23","27","23","28","13","16","6","10","32","32","40","35","32","30","16","18","0","12","20","21","551","133","37","41","8","12","16","24","8","13","0","12","0","12","0","12","0","12","59","55","36","37","32","32","8","11","42","37","23","28","30","27","31","33","14","15","71","51","18","14","16","17","33","31","8","12","61","53","1500000US150030100001","Block Group 1, Census Tract 100, Honolulu County, Hawaii"
"777","361","328","150","68","59","0","12","0","12","0","12","0","12","0","12","2","3","135","120","52","62","0","12","5","8","0","12","15","24","10","16","7","11","0","12","19","26","0","12","0","12","0","12","0","12","0","12","15","19","449","233","87","81","119","91","0","12","0","12","0","12","0","12","12","21","80","72","91","66","0","12","5","7","0","12","0","12","23","26","27","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","8","1500000US150030100002","Block Group 2, Census Tract 100, Honolulu County, Hawaii"
"2401","522","1386","321","194","100","147","88","16","27","73","64","23","36","17","19","177","162","99","96","300","201","86","59","99","105","135","89","8","14","0","12","12","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1015","270","64","59","82","62","196","161","21","33","108","92","8","13","84","56","47","51","35","34","136","113","70","49","104","72","10","22","0","12","13","14","0","12","7","11","0","12","14","21","0","12","16","23","0","12","0","12","1500000US150030100003","Block Group 3, Census Tract 100, Honolulu County, Hawaii"
"1143","431","615","330","168","179","0","12","0","12","25","38","0","12","0","12","20","33","40","45","64","77","35","39","15","24","97","68","0","12","29","44","3","8","0","12","52","62","4","8","0","12","0","12","0","12","49","77","14","23","528","156","0","12","16","25","0","12","0","12","0","12","0","12","35","40","32","27","62","67","107","93","14","24","0","12","0","12","60","49","13","22","16","21","58","65","37","60","13","15","24","37","15","24","26","30","0","12","1500000US150030101011","Block Group 1, Census Tract 101.01, Honolulu County, Hawaii"
"889","337","478","188","4","9","50","53","0","12","0","12","0","12","16","27","0","12","0","12","29","35","58","92","51","81","0","12","0","12","64","66","59","57","0","12","17","25","9","15","69","76","42","42","10","16","0","12","0","12","411","188","13","16","0","12","0","12","19","31","0","12","18","29","0","12","38","59","21","34","90","99","0","12","10","16","0","12","38","59","37","36","0","12","46","42","8","14","51","40","14","22","8","13","0","12","0","12","1500000US150030101012","Block Group 2, Census Tract 101.01, Honolulu County, Hawaii"
"1562","601","897","360","13","22","0","12","58","54","10","16","0","12","16","26","0","12","0","12","78","104","236","184","11","19","32","32","87","79","0","12","44","56","23","26","0","12","0","12","63","60","55","47","154","244","0","12","17","28","665","311","52","53","75","114","38","57","0","12","0","12","0","12","0","12","25","30","19","30","22","27","27","33","76","70","16","26","36","29","0","12","20","26","12","20","13","21","43","38","177","180","0","12","0","12","14","31","1500000US150030101021","Block Group 1, Census Tract 101.02, Honolulu County, Hawaii"
"586","520","278","234","0","12","0","12","81","87","47","63","0","12","0","12","0","12","0","12","0","12","39","60","0","12","49","79","0","12","0","12","0","12","36","42","0","12","13","21","13","20","0","12","0","12","0","12","0","12","308","295","35","54","37","58","37","58","0","12","0","12","0","12","0","12","0","12","52","84","36","57","0","12","41","66","0","12","13","22","13","20","0","12","0","12","0","12","44","56","0","12","0","12","0","12","0","12","1500000US150030101022","Block Group 2, Census Tract 101.02, Honolulu County, Hawaii"
"396","131","216","79","3","4","4","5","20","21","9","10","0","12","0","12","0","12","2","3","1","3","19","15","8","8","44","41","13","15","0","12","39","40","1","2","7","10","6","8","2","2","8","6","23","15","2","3","5","8","180","61","5","5","6","6","3","4","10","13","0","12","0","12","0","12","6","11","16","13","9","8","7","5","17","15","2","3","33","40","17","13","1","2","5","5","7","6","16","17","15","11","3","3","1","2","1","2","1500000US150030101031","Block Group 1, Census Tract 101.03, Honolulu County, Hawaii"
"2226","317","1036","165","146","66","82","48","89","40","30","18","50","32","5","6","53","34","25","28","33","25","90","41","94","39","55","31","39","19","42","27","50","30","39","27","6","6","25","19","38","20","25","18","13","13","6","13","1","2","1190","196","106","47","115","49","163","75","61","34","12","14","0","12","0","12","51","33","32","20","80","38","148","58","30","20","44","23","40","28","110","44","17","15","31","16","32","22","16","9","23","19","37","22","12","19","30","20","1500000US150030101032","Block Group 2, Census Tract 101.03, Honolulu County, Hawaii"
"2834","518","1327","421","5","8","19","24","26","23","79","82","216","115","152","95","138","79","283","193","232","127","24","34","41","47","5","9","5","7","64","70","5","8","4","7","14","18","0","12","0","12","10","10","0","12","5","7","0","12","1507","458","15","24","5","8","48","45","23","31","395","158","122","77","180","125","389","191","145","98","16","22","23","27","11","11","5","8","90","122","1","3","0","12","22","22","6","8","0","12","4","7","7","11","0","12","0","12","1500000US150030102021","Block Group 1, Census Tract 102.02, Honolulu County, Hawaii"
"1111","519","534","246","75","75","28","36","0","12","33","26","51","41","0","12","10","14","18","20","30","21","85","102","14","14","19","23","19","17","54","49","19","18","22","27","13","13","5","7","4","8","15","14","0","12","20","33","0","12","577","287","64","51","42","42","95","61","38","50","0","12","6","8","0","12","45","38","35","30","82","99","16","18","22","21","10","7","63","49","24","25","4","7","4","7","0","12","9","10","4","7","4","7","0","12","10","15","1500000US150030102022","Block Group 2, Census Tract 102.02, Honolulu County, Hawaii"
"2645","667","1300","338","85","58","130","75","138","68","74","43","35","26","24","18","35","33","59","52","175","106","120","80","115","63","64","37","58","41","40","31","41","30","11","10","9","10","11","13","13","21","63","48","0","12","0","12","0","12","1345","379","168","87","61","37","148","81","78","44","82","74","34","48","0","12","121","93","121","61","69","49","86","58","104","54","52","33","20","19","39","26","6","9","46","26","14","23","22","28","54","42","12","19","0","12","8","12","1500000US150030102023","Block Group 3, Census Tract 102.02, Honolulu County, Hawaii"
"1050","361","589","235","66","74","56","82","36","22","21","21","13","21","5","9","19","31","14","16","89","51","15","24","0","12","52","41","30","34","33","27","23","21","8","9","31","33","13","14","4","8","47","41","0","12","0","12","14","23","461","150","23","25","45","44","14","16","12","13","5","8","6","9","15","24","44","45","31","30","18","23","30","36","23","29","30","18","27","26","31","23","16","20","42","30","0","12","16","21","25","33","8","12","0","12","0","12","1500000US150030102024","Block Group 4, Census Tract 102.02, Honolulu County, Hawaii"
"1113","206","610","112","60","33","78","41","24","23","3","4","4","5","0","12","7","8","14","12","26","22","82","35","48","23","31","22","31","27","23","25","87","58","14","12","9","7","5","6","19","17","13","10","12","11","11","13","9","22","503","118","21","15","40","27","3","4","9","11","2","5","15","15","0","12","20","16","33","29","99","48","45","23","15","10","3","4","15","12","33","16","25","26","11","10","32","16","15","9","14","13","8","7","8","10","37","34","1500000US150030102031","Block Group 1, Census Tract 102.03, Honolulu County, Hawaii"
"519","191","313","127","23","20","64","38","27","30","17","26","0","12","12","19","0","12","22","24","16","20","5","7","37","23","7","10","0","12","14","16","15","24","15","16","16","12","6","9","8","12","9","15","0","12","0","12","0","12","206","80","0","12","34","27","14","16","0","12","7","12","0","12","11","16","5","8","16","18","23","23","14","16","17","26","0","12","30","24","11","13","6","9","4","6","0","12","0","12","9","14","5","7","0","12","0","12","1500000US150030102041","Block Group 1, Census Tract 102.04, Honolulu County, Hawaii"
"1935","463","1030","297","145","106","25","23","114","68","39","29","47","39","11","18","7","11","23","26","78","84","106","68","38","30","31","29","64","54","41","39","8","9","15","17","46","29","24","16","94","74","29","25","34","37","0","12","11","18","905","209","171","114","96","63","68","48","40","46","9","15","0","12","10","16","10","15","34","21","75","48","61","33","23","20","37","26","74","35","43","27","21","15","23","21","13","15","14","13","43","28","16","24","5","7","19","30","1500000US150030102042","Block Group 2, Census Tract 102.04, Honolulu County, Hawaii"
"1868","360","1013","271","80","44","98","84","129","52","29","25","11","12","0","12","0","12","11","13","150","169","54","24","84","34","37","22","78","43","99","75","48","29","18","16","26","16","10","15","37","22","7","7","7","8","0","12","0","12","855","151","69","38","35","21","72","39","23","16","0","12","2","3","16","16","9","11","82","59","88","41","63","35","85","38","75","42","56","38","47","30","36","31","0","12","34","26","27","18","5","9","3","5","11","12","17","18","1500000US150030102051","Block Group 1, Census Tract 102.05, Honolulu County, Hawaii"
"1254","293","663","191","41","41","29","37","40","31","0","12","11","16","0","12","35","44","9","13","57","57","16","19","24","23","26","27","52","55","33","37","60","53","14","16","6","10","9","13","17","18","129","79","22","19","33","29","0","12","591","149","49","33","25","31","4","6","27","25","24","34","0","12","0","12","20","21","12","18","16","14","47","44","41","43","68","49","57","51","16","18","14","15","40","39","0","12","42","49","23","16","17","18","12","18","37","43","1500000US150030103031","Block Group 1, Census Tract 103.03, Honolulu County, Hawaii"
"1758","359","832","168","54","54","47","33","55","50","23","22","20","20","0","12","0","12","29","26","0","12","45","34","34","29","74","55","75","41","21","20","58","62","16","16","44","29","28","23","49","27","73","50","72","54","15","19","0","12","926","215","70","71","38","45","126","98","40","47","0","12","0","12","0","12","9","13","22","24","44","41","71","52","60","39","47","34","87","79","55","46","49","39","35","23","7","11","48","31","60","44","31","21","9","14","18","20","1500000US150030103032","Block Group 2, Census Tract 103.03, Honolulu County, Hawaii"
"658","164","327","87","11","10","14","23","24","20","7","9","0","12","1","3","18","20","3","6","10","9","17","17","19","15","19","20","11","14","23","19","15","13","5","6","8","10","29","40","24","13","27","16","1","2","9","15","32","51","331","102","15","15","26","22","15","15","17","19","16","18","3","5","16","18","0","12","28","19","15","13","8","8","11","13","30","21","17","14","24","14","14","8","4","5","27","19","16","16","9","7","4","5","0","12","16","18","1500000US150030103033","Block Group 3, Census Tract 103.03, Honolulu County, Hawaii"
